tapping_id,farmer_id,district,tapping_date,tapping_time,tapping_hour,tapping_minute,collection_time,collection_gap_hours,storage_duration_hours,latex_quantity_kg,ammonia_added,ammonia_amount_ml,container_type,experience
T06358,F0838,Colombo,2024-07-13,5:41,5,41,8:23,2.7,3.8,6.63,True,3.6,Cup,More than 10 years
T00369,F0117,Kalutara,2024-07-13,8:44,8,44,13:08,4.4,9.6,1.53,False,0.0,Closed Container,1 - 3 years
T03065,F0617,Ratnapura,2024-07-13,7:47,7,47,10:29,2.7,3.0,1.92,True,4.7,Closed Container,5 - 10 years
T01522,F0841,Colombo,2024-07-13,7:16,7,16,10:09,2.9,4.5,3.47,True,7.6,Closed Container,5 - 10 years
T05982,F0534,Kegalle,2024-07-13,7:53,7,53,11:05,3.2,4.0,2.35,False,0.0,Open Container,3 - 5 years
T07856,F0999,Kurunegala,2024-07-13,6:39,6,39,8:45,2.1,1.3,2.91,True,7.0,Closed Container,More than 10 years
T04680,F0949,Kandy,2024-07-13,7:43,7,43,10:19,2.6,5.4,1.9,False,0.0,Closed Container,3 - 5 years
T04429,F0803,Galle,2024-07-13,8:49,8,49,12:12,3.4,6.7,2.09,False,0.0,Bucket,1 - 3 years
T07555,F0532,Kegalle,2024-07-13,7:34,7,34,11:16,3.7,7.8,1.66,True,8.7,Closed Container,3 - 5 years
T04094,F0278,Kalutara,2024-07-13,8:16,8,16,13:28,5.2,6.4,1.44,True,4.1,Bucket,1 - 3 years
T09249,F0908,Matara,2024-07-13,4:31,4,31,8:01,3.5,3.1,1.9,False,0.0,Closed Container,5 - 10 years
T01405,F0094,Kalutara,2024-07-13,6:57,6,57,13:39,6.7,9.7,0.52,True,7.1,Open Container,Less than 1 year
T06552,F0434,Kegalle,2024-07-13,5:33,5,33,7:33,2.0,5.3,0.89,False,0.0,Closed Container,5 - 10 years
T03899,F0703,Galle,2024-07-13,6:08,6,8,8:14,2.1,4.5,4.52,True,4.2,Closed Container,5 - 10 years
T00556,F0486,Kegalle,2024-07-13,6:33,6,33,11:08,4.6,7.4,1.24,False,0.0,Open Container,1 - 3 years
T04125,F0140,Kalutara,2024-07-14,8:30,8,30,13:30,5.0,5.6,0.45,False,0.0,Cup,Less than 1 year
T02696,F0112,Kalutara,2024-07-14,7:22,7,22,11:15,3.9,3.1,1.73,True,3.7,Closed Container,3 - 5 years
T03272,F0704,Galle,2024-07-14,8:10,8,10,10:46,2.6,4.2,1.18,False,0.0,Closed Container,3 - 5 years
T09607,F0685,Ratnapura,2024-07-14,5:52,5,52,8:22,2.5,3.7,1.61,False,0.0,Closed Container,5 - 10 years
T05620,F0404,Kegalle,2024-07-14,7:49,7,49,11:19,3.5,5.6,1.26,True,5.4,Open Container,3 - 5 years
T03108,F0344,Kegalle,2024-07-14,10:29,10,29,17:16,6.8,6.3,0.6,False,0.0,Closed Container,Less than 1 year
T08764,F0853,Colombo,2024-07-14,5:09,5,9,7:32,2.4,4.9,1.09,True,6.5,Open Container,5 - 10 years
T01062,F0242,Kalutara,2024-07-14,6:45,6,45,10:08,3.4,3.5,2.81,True,5.1,Closed Container,3 - 5 years
T06206,F0332,Kegalle,2024-07-14,5:32,5,32,7:25,1.9,3.2,2.77,True,4.2,Bucket,More than 10 years
T05077,F0253,Kalutara,2024-07-14,7:49,7,49,12:19,4.5,5.1,2.09,True,6.7,Closed Container,3 - 5 years
T06335,F0975,Kurunegala,2024-07-14,4:25,4,25,6:37,2.2,3.9,2.12,True,8.3,Open Container,More than 10 years
T07157,F0038,Kalutara,2024-07-14,6:14,6,14,8:37,2.4,1.5,2.78,True,8.4,Bucket,More than 10 years
T06084,F0389,Kegalle,2024-07-14,7:15,7,15,12:27,5.2,7.8,1.65,True,4.1,Open Container,1 - 3 years
T09343,F0383,Kegalle,2024-07-15,8:09,8,9,11:21,3.2,6.8,2.69,True,5.1,Closed Container,3 - 5 years
T09141,F0084,Kalutara,2024-07-15,8:53,8,53,11:40,2.8,3.4,1.22,True,6.5,Closed Container,3 - 5 years
T00078,F0129,Kalutara,2024-07-15,6:47,6,47,10:17,3.5,6.6,1.67,True,5.0,Closed Container,3 - 5 years
T05062,F0212,Kalutara,2024-07-15,7:18,7,18,9:48,2.5,5.5,4.11,True,9.9,Closed Container,5 - 10 years
T04571,F0767,Galle,2024-07-15,7:15,7,15,10:08,2.9,5.7,2.16,True,6.3,Closed Container,5 - 10 years
T09000,F0351,Kegalle,2024-07-15,7:47,7,47,11:40,3.9,5.6,0.73,True,7.2,Bucket,1 - 3 years
T09306,F0631,Ratnapura,2024-07-15,7:57,7,57,12:44,4.8,7.0,1.37,False,0.0,Open Container,1 - 3 years
T02532,F0185,Kalutara,2024-07-15,6:37,6,37,8:25,1.8,3.5,6.53,False,0.0,Open Container,More than 10 years
T04620,F0690,Ratnapura,2024-07-15,5:08,5,8,8:14,3.1,5.5,3.09,False,0.0,Open Container,5 - 10 years
T07130,F0405,Kegalle,2024-07-15,7:39,7,39,10:15,2.6,3.3,2.09,True,7.3,Open Container,3 - 5 years
T08009,F0384,Kegalle,2024-07-15,7:35,7,35,10:28,2.9,5.9,1.62,True,4.0,Closed Container,3 - 5 years
T04627,F0724,Galle,2024-07-15,7:00,7,0,12:12,5.2,7.9,2.21,False,0.0,Open Container,1 - 3 years
T01553,F0161,Kalutara,2024-07-15,6:17,6,17,9:17,3.0,3.7,3.35,True,7.5,Closed Container,More than 10 years
T03986,F0726,Galle,2024-07-15,6:12,6,12,9:24,3.2,4.9,1.24,True,3.4,Closed Container,3 - 5 years
T05941,F0662,Ratnapura,2024-07-15,9:06,9,6,14:06,5.0,9.7,1.98,True,9.3,Open Container,1 - 3 years
T06249,F0968,Kurunegala,2024-07-15,5:49,5,49,8:31,2.7,5.4,1.92,True,5.0,Closed Container,5 - 10 years
T03134,F0079,Kalutara,2024-07-15,5:05,5,5,9:05,4.0,4.6,1.97,True,4.2,Closed Container,3 - 5 years
T08811,F0232,Kalutara,2024-07-15,5:53,5,53,9:10,3.3,2.4,1.61,True,6.4,Closed Container,5 - 10 years
T05181,F0451,Kegalle,2024-07-16,5:59,5,59,10:23,4.4,4.3,1.02,False,0.0,Closed Container,1 - 3 years
T04619,F0847,Colombo,2024-07-16,5:56,5,56,8:08,2.2,2.3,2.53,True,6.3,Closed Container,More than 10 years
T07226,F0147,Kalutara,2024-07-16,8:42,8,42,11:48,3.1,7.6,1.69,True,6.8,Closed Container,3 - 5 years
T08059,F0681,Ratnapura,2024-07-16,6:53,6,53,9:16,2.4,2.6,5.16,True,4.2,Open Container,More than 10 years
T03558,F0388,Kegalle,2024-07-16,6:15,6,15,9:51,3.6,3.2,1.12,True,6.1,Closed Container,3 - 5 years
T02746,F0023,Kalutara,2024-07-16,7:11,7,11,12:05,4.9,8.4,0.86,True,6.1,Open Container,1 - 3 years
T06440,F0373,Kegalle,2024-07-16,5:44,5,44,7:37,1.9,2.0,2.19,True,9.6,Closed Container,More than 10 years
T04905,F0145,Kalutara,2024-07-16,6:37,6,37,10:24,3.8,5.4,1.83,False,0.0,Closed Container,3 - 5 years
T06622,F0951,Kandy,2024-07-17,5:10,5,10,8:27,3.3,5.4,4.38,True,9.7,Closed Container,5 - 10 years
T04283,F0217,Kalutara,2024-07-17,7:31,7,31,10:13,2.7,3.3,2.0,True,3.5,Closed Container,5 - 10 years
T05074,F0228,Kalutara,2024-07-17,5:28,5,28,8:45,3.3,3.1,2.96,True,7.9,Closed Container,3 - 5 years
T09413,F0084,Kalutara,2024-07-17,7:36,7,36,11:12,3.6,6.0,0.92,True,7.5,Closed Container,3 - 5 years
T02020,F0286,Kalutara,2024-07-17,5:59,5,59,9:05,3.1,3.8,3.2,True,9.8,Open Container,5 - 10 years
T07689,F0846,Colombo,2024-07-17,5:53,5,53,7:46,1.9,2.9,2.76,True,3.3,Closed Container,More than 10 years
T00079,F0196,Kalutara,2024-07-17,6:14,6,14,8:44,2.5,3.2,2.16,True,3.4,Closed Container,5 - 10 years
T06924,F0934,Kandy,2024-07-17,5:33,5,33,7:50,2.3,3.1,6.43,False,0.0,Closed Container,More than 10 years
T06837,F0345,Kegalle,2024-07-17,4:34,4,34,7:57,3.4,4.0,1.21,True,7.1,Closed Container,5 - 10 years
T06974,F0532,Kegalle,2024-07-18,8:51,8,51,12:56,4.1,5.4,0.95,True,4.6,Open Container,3 - 5 years
T01539,F0195,Kalutara,2024-07-18,6:57,6,57,9:39,2.7,5.4,3.18,True,5.7,Closed Container,5 - 10 years
T01103,F0813,Galle,2024-07-18,7:06,7,6,9:48,2.7,4.8,2.42,True,4.7,Closed Container,3 - 5 years
T08925,F0333,Kegalle,2024-07-18,5:13,5,13,8:25,3.2,3.6,1.31,True,7.6,Cup,3 - 5 years
T05590,F0764,Galle,2024-07-18,6:59,6,59,9:35,2.6,2.2,3.37,True,8.4,Closed Container,5 - 10 years
T04390,F0762,Galle,2024-07-18,7:26,7,26,10:19,2.9,5.5,4.26,False,0.0,Closed Container,5 - 10 years
T08932,F0061,Kalutara,2024-07-18,5:25,5,25,10:07,4.7,6.1,0.86,True,5.2,Open Container,1 - 3 years
T07299,F0324,Kegalle,2024-07-18,7:55,7,55,13:07,5.2,5.4,0.74,False,0.0,Bucket,1 - 3 years
T02041,F0697,Ratnapura,2024-07-18,6:19,6,19,8:55,2.6,5.9,3.12,True,3.0,Open Container,5 - 10 years
T09442,F0662,Ratnapura,2024-07-18,8:54,8,54,12:47,3.9,5.9,0.96,True,5.1,Closed Container,1 - 3 years
T04882,F0047,Kalutara,2024-07-18,7:36,7,36,10:48,3.2,5.2,2.5,True,7.8,Closed Container,5 - 10 years
T01325,F0075,Kalutara,2024-07-19,7:23,7,23,10:10,2.8,2.0,1.17,True,4.8,Bucket,5 - 10 years
T07031,F0121,Kalutara,2024-07-19,5:27,5,27,8:33,3.1,6.0,1.16,False,0.0,Closed Container,3 - 5 years
T07808,F0682,Ratnapura,2024-07-19,8:23,8,23,11:29,3.1,4.6,1.47,True,9.6,Closed Container,3 - 5 years
T00916,F0926,Kandy,2024-07-19,6:11,6,11,12:41,6.5,13.2,0.39,False,0.0,Open Container,Less than 1 year
T08072,F0371,Kegalle,2024-07-19,6:26,6,26,8:02,1.6,1.3,4.83,True,5.4,Bucket,More than 10 years
T06896,F0093,Kalutara,2024-07-19,7:35,7,35,9:58,2.4,3.2,1.98,True,9.2,Closed Container,5 - 10 years
T03092,F0202,Kalutara,2024-07-19,5:52,5,52,8:52,3.0,4.9,1.85,False,0.0,Cup,3 - 5 years
T01285,F0948,Kandy,2024-07-19,6:30,6,30,8:42,2.2,5.3,3.32,True,9.1,Cup,5 - 10 years
T06241,F0602,Ratnapura,2024-07-19,5:58,5,58,8:34,2.6,3.3,3.18,False,0.0,Bucket,5 - 10 years
T03096,F0766,Galle,2024-07-19,4:04,4,4,6:04,2.0,1.1,2.69,True,6.1,Closed Container,More than 10 years
T09856,F0173,Kalutara,2024-07-19,5:54,5,54,8:41,2.8,4.3,1.94,False,0.0,Bucket,3 - 5 years
T08593,F0262,Kalutara,2024-07-20,7:55,7,55,10:55,3.0,7.5,1.08,True,5.1,Closed Container,1 - 3 years
T03693,F0885,Matara,2024-07-20,7:56,7,56,11:13,3.3,4.4,3.11,True,8.3,Closed Container,5 - 10 years
T04727,F0481,Kegalle,2024-07-20,6:02,6,2,8:08,2.1,3.9,2.76,True,4.6,Closed Container,5 - 10 years
T02759,F0579,Ratnapura,2024-07-20,6:29,6,29,8:05,1.6,1.7,2.13,True,3.4,Closed Container,More than 10 years
T09018,F0628,Ratnapura,2024-07-20,5:39,5,39,8:32,2.9,3.5,2.25,True,5.3,Closed Container,More than 10 years
T07163,F0933,Kandy,2024-07-20,9:45,9,45,13:08,3.4,7.7,0.95,False,0.0,Open Container,1 - 3 years
T06150,F0261,Kalutara,2024-07-20,10:28,10,28,16:15,5.8,5.7,1.18,True,3.5,Open Container,Less than 1 year
T01957,F0619,Ratnapura,2024-07-20,4:01,4,1,6:48,2.8,2.7,2.59,True,6.0,Closed Container,5 - 10 years
T05561,F0136,Kalutara,2024-07-20,7:09,7,9,10:51,3.7,4.6,0.68,True,3.8,Open Container,1 - 3 years
T03797,F0516,Kegalle,2024-07-21,4:18,4,18,7:30,3.2,5.8,3.15,True,9.3,Closed Container,5 - 10 years
T05355,F0406,Kegalle,2024-07-21,10:03,10,3,14:15,4.2,9.5,0.76,False,0.0,Open Container,Less than 1 year
T04742,F0917,Matara,2024-07-21,6:27,6,27,9:50,3.4,6.0,0.88,False,0.0,Open Container,3 - 5 years
T08346,F0386,Kegalle,2024-07-21,6:49,6,49,10:42,3.9,8.1,1.62,True,7.9,Open Container,1 - 3 years
T05787,F0537,Kegalle,2024-07-21,6:55,6,55,10:12,3.3,5.2,2.11,False,0.0,Closed Container,3 - 5 years
T05104,F0706,Galle,2024-07-21,6:47,6,47,11:47,5.0,4.8,1.09,False,0.0,Open Container,1 - 3 years
T01564,F0501,Kegalle,2024-07-21,6:09,6,9,9:26,3.3,4.3,1.55,True,4.3,Bucket,5 - 10 years
T03421,F0049,Kalutara,2024-07-21,7:18,7,18,9:48,2.5,7.5,1.37,True,5.4,Cup,3 - 5 years
T08240,F0134,Kalutara,2024-07-21,6:00,6,0,8:30,2.5,3.3,7.32,True,6.8,Closed Container,More than 10 years
T06726,F0881,Matara,2024-07-21,8:53,8,53,13:40,4.8,9.1,0.46,True,3.3,Closed Container,1 - 3 years
T08253,F0835,Colombo,2024-07-22,5:47,5,47,9:17,3.5,5.5,2.25,True,5.3,Closed Container,5 - 10 years
T06732,F0955,Kandy,2024-07-22,5:00,5,0,7:30,2.5,5.3,4.17,True,6.3,Open Container,5 - 10 years
T01124,F0428,Kegalle,2024-07-22,5:26,5,26,7:38,2.2,2.6,5.99,True,9.4,Closed Container,More than 10 years
T03394,F0559,Ratnapura,2024-07-22,6:02,6,2,9:14,3.2,2.3,4.74,False,0.0,Closed Container,5 - 10 years
T00207,F0022,Kalutara,2024-07-22,6:32,6,32,8:38,2.1,1.1,3.19,True,6.6,Closed Container,More than 10 years
T09009,F0831,Colombo,2024-07-22,9:08,9,8,14:38,5.5,6.9,1.27,False,0.0,Open Container,1 - 3 years
T08952,F0064,Kalutara,2024-07-22,4:46,4,46,6:16,1.5,2.9,2.55,True,7.5,Closed Container,More than 10 years
T08677,F0982,Kurunegala,2024-07-22,9:53,9,53,15:47,5.9,11.0,0.67,False,0.0,Closed Container,Less than 1 year
T04808,F0932,Kandy,2024-07-22,7:51,7,51,9:57,2.1,2.3,3.14,True,6.3,Closed Container,5 - 10 years
T08707,F0733,Galle,2024-07-22,7:00,7,0,12:24,5.4,9.6,1.92,True,3.8,Cup,1 - 3 years
T01461,F0903,Matara,2024-07-22,7:33,7,33,12:03,4.5,4.9,1.14,False,0.0,Bucket,1 - 3 years
T02872,F0659,Ratnapura,2024-07-22,6:26,6,26,9:38,3.2,9.2,0.83,False,0.0,Closed Container,1 - 3 years
T07998,F0711,Galle,2024-07-23,6:49,6,49,9:12,2.4,2.4,7.75,False,0.0,Closed Container,More than 10 years
T02653,F0833,Colombo,2024-07-23,6:46,6,46,8:39,1.9,2.9,5.69,False,0.0,Closed Container,More than 10 years
T00794,F0231,Kalutara,2024-07-23,8:20,8,20,13:50,5.5,6.0,0.41,False,0.0,Bucket,Less than 1 year
T08636,F0230,Kalutara,2024-07-23,7:04,7,4,10:04,3.0,4.2,1.49,True,5.6,Closed Container,3 - 5 years
T05469,F0357,Kegalle,2024-07-23,9:43,9,43,15:13,5.5,8.4,1.74,True,8.1,Closed Container,1 - 3 years
T02951,F0886,Matara,2024-07-23,6:28,6,28,10:04,3.6,4.6,0.97,False,0.0,Bucket,1 - 3 years
T03298,F0246,Kalutara,2024-07-23,5:24,5,24,8:54,3.5,5.8,1.05,False,0.0,Bucket,3 - 5 years
T02567,F0877,Matara,2024-07-23,6:33,6,33,9:09,2.6,3.9,2.28,True,3.1,Closed Container,More than 10 years
T09446,F0640,Ratnapura,2024-07-23,6:49,6,49,10:12,3.4,3.7,2.68,True,6.2,Open Container,3 - 5 years
T03876,F0008,Kalutara,2024-07-23,4:44,4,44,6:50,2.1,1.8,3.67,True,6.4,Closed Container,More than 10 years
T01601,F0613,Ratnapura,2024-07-23,7:53,7,53,11:46,3.9,4.1,2.31,True,6.2,Open Container,3 - 5 years
T00696,F0544,Kegalle,2024-07-23,8:57,8,57,11:50,2.9,5.4,1.21,False,0.0,Closed Container,3 - 5 years
T01912,F0001,Kalutara,2024-07-23,5:56,5,56,9:13,3.3,2.0,1.42,True,3.1,Closed Container,5 - 10 years
T05182,F0355,Kegalle,2024-07-23,7:52,7,52,11:28,3.6,5.0,0.85,True,7.8,Cup,3 - 5 years
T00746,F0687,Ratnapura,2024-07-23,7:42,7,42,12:24,4.7,5.8,1.01,False,0.0,Cup,Less than 1 year
T09565,F0988,Kurunegala,2024-07-23,7:11,7,11,10:04,2.9,2.7,3.86,True,10.0,Cup,5 - 10 years
T02160,F0220,Kalutara,2024-07-23,8:02,8,2,10:44,2.7,5.5,0.67,True,7.5,Cup,3 - 5 years
T08590,F0680,Ratnapura,2024-07-23,5:01,5,1,7:13,2.2,1.7,6.88,True,9.2,Closed Container,More than 10 years
T09190,F0633,Ratnapura,2024-07-23,5:56,5,56,9:38,3.7,4.7,1.53,True,4.2,Closed Container,1 - 3 years
T00415,F0447,Kegalle,2024-07-23,8:53,8,53,14:10,5.3,6.8,0.76,False,0.0,Closed Container,Less than 1 year
T08565,F0853,Colombo,2024-07-23,6:36,6,36,9:42,3.1,4.1,2.48,True,9.6,Closed Container,5 - 10 years
T07080,F0568,Ratnapura,2024-07-23,6:32,6,32,10:02,3.5,4.2,3.63,True,5.8,Closed Container,5 - 10 years
T00731,F0675,Ratnapura,2024-07-23,6:53,6,53,10:53,4.0,7.3,0.59,False,0.0,Bucket,1 - 3 years
T06637,F0198,Kalutara,2024-07-24,9:15,9,15,12:57,3.7,6.2,1.11,False,0.0,Closed Container,1 - 3 years
T08578,F0716,Galle,2024-07-24,8:30,8,30,12:00,3.5,6.1,1.73,True,4.8,Bucket,3 - 5 years
T01207,F0605,Ratnapura,2024-07-24,5:04,5,4,8:04,3.0,7.6,0.65,True,4.4,Open Container,1 - 3 years
T08869,F0984,Kurunegala,2024-07-24,5:41,5,41,7:17,1.6,2.0,4.59,True,4.2,Closed Container,More than 10 years
T08362,F0734,Galle,2024-07-24,9:18,9,18,15:18,6.0,12.1,0.52,False,0.0,Closed Container,Less than 1 year
T06445,F0022,Kalutara,2024-07-24,6:46,6,46,9:46,3.0,2.2,7.6,False,0.0,Closed Container,More than 10 years
T04987,F0819,Galle,2024-07-24,6:38,6,38,9:20,2.7,4.6,1.18,False,0.0,Closed Container,3 - 5 years
T05258,F0548,Kegalle,2024-07-24,6:31,6,31,10:24,3.9,3.8,1.1,True,9.3,Closed Container,3 - 5 years
T03221,F0897,Matara,2024-07-25,5:14,5,14,7:31,2.3,5.8,2.27,True,7.1,Closed Container,5 - 10 years
T09986,F0001,Kalutara,2024-07-25,7:40,7,40,10:27,2.8,3.5,1.21,False,0.0,Closed Container,5 - 10 years
T01525,F0659,Ratnapura,2024-07-25,5:35,5,35,10:40,5.1,5.2,0.69,True,6.4,Closed Container,1 - 3 years
T08864,F0240,Kalutara,2024-07-25,7:57,7,57,10:14,2.3,5.9,3.3,True,3.9,Closed Container,5 - 10 years
T07968,F0936,Kandy,2024-07-25,8:33,8,33,12:57,4.4,6.4,2.92,True,6.7,Open Container,3 - 5 years
T04029,F0993,Kurunegala,2024-07-25,6:06,6,6,8:42,2.6,5.5,3.51,True,4.8,Closed Container,5 - 10 years
T02840,F0731,Galle,2024-07-25,8:26,8,26,12:19,3.9,4.4,1.87,False,0.0,Cup,1 - 3 years
T05669,F0832,Colombo,2024-07-25,5:17,5,17,8:17,3.0,4.4,1.92,True,7.7,Bucket,3 - 5 years
T04241,F0799,Galle,2024-07-25,7:48,7,48,13:18,5.5,8.6,1.04,False,0.0,Cup,Less than 1 year
T00599,F0220,Kalutara,2024-07-25,8:05,8,5,11:05,3.0,6.5,1.44,False,0.0,Open Container,3 - 5 years
T00378,F0756,Galle,2024-07-25,5:53,5,53,8:46,2.9,3.3,3.67,True,6.9,Closed Container,5 - 10 years
T07627,F0660,Ratnapura,2024-07-26,5:43,5,43,7:43,2.0,4.0,3.02,True,4.5,Closed Container,More than 10 years
T06723,F0119,Kalutara,2024-07-26,6:06,6,6,9:59,3.9,5.3,1.61,False,0.0,Bucket,1 - 3 years
T08610,F0033,Kalutara,2024-07-26,6:11,6,11,8:23,2.2,4.4,3.07,True,9.0,Closed Container,5 - 10 years
T09242,F0613,Ratnapura,2024-07-26,6:22,6,22,9:39,3.3,3.9,2.91,True,4.9,Bucket,3 - 5 years
T05272,F0658,Ratnapura,2024-07-26,10:00,10,0,15:05,5.1,13.8,1.31,False,0.0,Open Container,Less than 1 year
T04910,F0728,Galle,2024-07-26,5:59,5,59,10:23,4.4,7.9,0.97,False,0.0,Open Container,1 - 3 years
T04807,F0488,Kegalle,2024-07-26,4:36,4,36,7:59,3.4,4.7,1.76,True,9.9,Closed Container,5 - 10 years
T08528,F0541,Kegalle,2024-07-26,6:36,6,36,10:06,3.5,2.5,2.79,True,8.3,Bucket,5 - 10 years
T02910,F0282,Kalutara,2024-07-26,8:39,8,39,12:09,3.5,7.9,0.96,True,3.9,Closed Container,3 - 5 years
T09618,F0204,Kalutara,2024-07-27,6:31,6,31,8:48,2.3,2.7,2.89,True,6.9,Open Container,More than 10 years
T02858,F0451,Kegalle,2024-07-27,6:48,6,48,10:18,3.5,9.1,0.83,True,9.6,Open Container,1 - 3 years
T04256,F0177,Kalutara,2024-07-27,6:13,6,13,12:18,6.1,7.8,0.92,False,0.0,Open Container,Less than 1 year
T02593,F0614,Ratnapura,2024-07-27,6:15,6,15,8:15,2.0,2.3,2.25,True,6.3,Closed Container,More than 10 years
T02894,F0771,Galle,2024-07-27,7:20,7,20,11:50,4.5,9.5,0.22,False,0.0,Closed Container,Less than 1 year
T06317,F0387,Kegalle,2024-07-27,8:48,8,48,13:05,4.3,6.2,0.5,False,0.0,Open Container,Less than 1 year
T04068,F0638,Ratnapura,2024-07-27,6:45,6,45,9:27,2.7,2.1,5.97,True,3.5,Closed Container,More than 10 years
T03086,F0079,Kalutara,2024-07-27,7:04,7,4,10:34,3.5,3.9,1.3,True,4.4,Bucket,3 - 5 years
T01827,F0143,Kalutara,2024-07-27,8:24,8,24,13:18,4.9,10.5,1.38,False,0.0,Open Container,Less than 1 year
T03215,F0369,Kegalle,2024-07-27,6:00,6,0,8:23,2.4,1.8,3.8,True,5.9,Open Container,More than 10 years
T01280,F0387,Kegalle,2024-07-27,8:36,8,36,13:36,5.0,9.0,0.29,False,0.0,Cup,Less than 1 year
T04909,F0932,Kandy,2024-07-27,6:10,6,10,8:57,2.8,2.0,3.62,True,8.8,Closed Container,5 - 10 years
T09746,F0955,Kandy,2024-07-27,7:06,7,6,10:29,3.4,5.3,3.39,True,9.1,Closed Container,5 - 10 years
T08361,F0429,Kegalle,2024-07-27,7:12,7,12,9:48,2.6,5.6,1.69,True,6.3,Closed Container,5 - 10 years
T04625,F0918,Matara,2024-07-27,8:04,8,4,13:21,5.3,6.8,1.11,False,0.0,Closed Container,1 - 3 years
T05564,F0373,Kegalle,2024-07-27,4:29,4,29,6:29,2.0,1.1,2.56,True,8.1,Closed Container,More than 10 years
T05723,F0181,Kalutara,2024-07-27,8:10,8,10,12:40,4.5,4.3,1.54,False,0.0,Open Container,3 - 5 years
T03800,F0873,Matara,2024-07-27,7:50,7,50,12:14,4.4,6.3,1.94,False,0.0,Closed Container,3 - 5 years
T01181,F0300,Kalutara,2024-07-27,5:40,5,40,7:33,1.9,2.8,5.33,True,7.9,Closed Container,More than 10 years
T07455,F0676,Ratnapura,2024-07-27,6:30,6,30,10:30,4.0,7.7,1.6,False,0.0,Bucket,3 - 5 years
T02203,F0558,Ratnapura,2024-07-28,7:56,7,56,11:26,3.5,9.0,1.04,False,0.0,Closed Container,1 - 3 years
T09394,F0343,Kegalle,2024-07-28,7:09,7,9,9:45,2.6,5.6,2.72,True,3.4,Closed Container,5 - 10 years
T08487,F0392,Kegalle,2024-07-28,5:02,5,2,7:44,2.7,2.3,2.88,True,9.9,Closed Container,5 - 10 years
T06019,F0382,Kegalle,2024-07-28,5:42,5,42,10:36,4.9,6.8,0.98,True,9.4,Open Container,1 - 3 years
T09710,F0606,Ratnapura,2024-07-28,6:40,6,40,9:16,2.6,2.3,3.72,True,6.0,Bucket,More than 10 years
T03870,F0850,Colombo,2024-07-28,7:25,7,25,11:01,3.6,9.6,1.87,False,0.0,Bucket,1 - 3 years
T03781,F0297,Kalutara,2024-07-28,5:17,5,17,8:29,3.2,3.3,3.94,False,0.0,Closed Container,5 - 10 years
T03384,F0531,Kegalle,2024-07-28,10:07,10,7,17:01,6.9,11.9,0.19,False,0.0,Closed Container,Less than 1 year
T05856,F0569,Ratnapura,2024-07-28,7:48,7,48,13:00,5.2,9.7,1.01,False,0.0,Open Container,Less than 1 year
T08113,F0726,Galle,2024-07-28,5:25,5,25,9:42,4.3,6.0,1.08,False,0.0,Bucket,3 - 5 years
T05031,F0611,Ratnapura,2024-07-28,7:29,7,29,11:05,3.6,7.4,2.16,False,0.0,Closed Container,3 - 5 years
T03048,F0797,Galle,2024-07-28,7:44,7,44,11:14,3.5,9.8,1.46,False,0.0,Open Container,1 - 3 years
T06503,F0221,Kalutara,2024-07-28,5:34,5,34,9:04,3.5,7.3,1.57,True,3.5,Closed Container,3 - 5 years
T00031,F0442,Kegalle,2024-07-28,7:15,7,15,10:15,3.0,3.7,2.22,True,9.5,Cup,3 - 5 years
T00968,F0736,Galle,2024-07-28,6:32,6,32,9:44,3.2,8.3,1.27,False,0.0,Closed Container,1 - 3 years
T04966,F0117,Kalutara,2024-07-28,8:01,8,1,11:37,3.6,9.8,1.49,False,0.0,Closed Container,1 - 3 years
T07139,F0632,Ratnapura,2024-07-28,5:35,5,35,7:41,2.1,3.0,4.03,True,3.5,Closed Container,5 - 10 years
T09930,F0932,Kandy,2024-07-28,6:20,6,20,9:50,3.5,3.6,2.67,True,5.6,Closed Container,5 - 10 years
T02332,F0369,Kegalle,2024-07-28,5:34,5,34,8:21,2.8,2.9,2.77,True,5.6,Closed Container,More than 10 years
T07487,F0324,Kegalle,2024-07-29,9:05,9,5,12:11,3.1,8.7,1.21,True,4.5,Bucket,1 - 3 years
T03218,F0986,Kurunegala,2024-07-29,6:36,6,36,9:23,2.8,2.2,2.36,True,9.2,Open Container,More than 10 years
T00941,F0723,Galle,2024-07-29,6:27,6,27,9:39,3.2,4.7,1.08,True,4.4,Open Container,5 - 10 years
T06848,F0551,Ratnapura,2024-07-29,7:12,7,12,10:29,3.3,4.4,2.08,True,4.1,Closed Container,3 - 5 years
T03721,F0781,Galle,2024-07-29,7:33,7,33,11:38,4.1,4.4,2.99,True,3.8,Closed Container,3 - 5 years
T02466,F0283,Kalutara,2024-07-29,6:31,6,31,8:24,1.9,3.2,6.21,True,6.5,Closed Container,More than 10 years
T05718,F0280,Kalutara,2024-07-29,6:03,6,3,10:03,4.0,6.4,0.86,False,0.0,Open Container,Less than 1 year
T09464,F0099,Kalutara,2024-07-29,9:51,9,51,14:56,5.1,8.8,0.71,True,7.4,Closed Container,Less than 1 year
T03630,F1000,Kurunegala,2024-07-29,9:43,9,43,15:13,5.5,5.4,1.47,False,0.0,Cup,1 - 3 years
T02535,F0433,Kegalle,2024-07-30,6:44,6,44,9:07,2.4,3.1,3.42,True,8.4,Bucket,More than 10 years
