time,temperature_2m_max (°C),temperature_2m_min (°C),temperature_2m_mean (°C),relative_humidity_2m_max (%),relative_humidity_2m_min (%),precipitation_sum (mm),wind_speed_10m_max (km/h),district,year
4/12/2026,32.0,23.9,26.6,100,62,12.5,12.7,Kalutara,2026
4/13/2026,31.2,24.3,27.1,99,67,2.3,8.7,Kalutara,2026
4/14/2026,31.1,24.9,27.1,98,67,7.7,13.0,Kalutara,2026
4/15/2026,31.3,23.9,27.2,99,68,7.2,12.7,Kalutara,2026
4/16/2026,30.5,22.5,26.2,99,74,10.0,10.1,Kalutara,2026
4/17/2026,31.8,24.4,27.3,96,62,0.8,12.4,Kalutara,2026
4/18/2026,31.9,24.0,27.2,98,60,3.2,13.6,Kalutara,2026
4/19/2026,31.1,24.5,27.8,96,65,0.2,11.6,Kalutara,2026
4/20/2026,31.4,23.4,26.9,99,65,31.7,12.0,Kalutara,2026
4/21/2026,32.5,23.8,27.4,98,54,0.6,13.5,Kalutara,2026
4/22/2026,32.8,24.0,27.4,95,58,2.6,12.7,Kalutara,2026
4/23/2026,32.4,24.1,27.2,96,59,7.0,11.3,Kalutara,2026
4/24/2026,30.5,24.1,27.2,96,68,2.5,12.5,Kalutara,2026
4/25/2026,33.5,24.5,28.5,95,49,2.2,12.4,Kalutara,2026
4/26/2026,34.2,24.6,28.2,100,50,7.1,14.4,Kalutara,2026
4/27/2026,31.0,24.9,27.3,100,68,4.4,9.0,Kalutara,2026
4/28/2026,32.0,24.9,27.7,98,62,1.4,12.5,Kalutara,2026
4/29/2026,33.0,24.8,27.9,96,57,5.6,17.1,Kalutara,2026
4/30/2026,32.7,24.4,27.7,99,61,8.1,14.4,Kalutara,2026
5/1/2026,31.8,24.1,27.9,99,62,1.9,15.0,Kalutara,2026
5/2/2026,30.8,25.1,27.3,99,69,3.3,13.6,Kalutara,2026
1/1/2024,29.0,23.3,24.7,96,74,33.5,12.7,Kagalle,2024
1/2/2024,30.5,23.2,25.8,97,66,7.1,12.8,Kagalle,2024
1/3/2024,31.0,22.0,26.1,97,62,0.3,12.4,Kagalle,2024
1/4/2024,31.2,21.8,26.2,100,60,0.4,8.8,Kagalle,2024
1/5/2024,31.6,22.5,26.0,99,61,8.7,9.7,Kagalle,2024
1/6/2024,30.7,22.0,25.0,98,68,10.5,6.8,Kagalle,2024
1/7/2024,29.5,22.6,24.9,98,69,10.9,7.4,Kagalle,2024
1/8/2024,28.8,22.2,24.6,100,74,12.9,5.7,Kagalle,2024
1/9/2024,28.0,23.4,25.3,97,77,4.2,12.8,Kagalle,2024
1/10/2024,28.0,23.1,25.2,95,76,11.6,15.3,Kagalle,2024
1/11/2024,30.5,23.1,26.0,95,65,7.6,14.8,Kagalle,2024
1/12/2024,30.7,23.0,26.1,87,57,0.0,14.3,Kagalle,2024
1/13/2024,30.8,21.8,25.6,89,54,0.0,16.3,Kagalle,2024
1/14/2024,30.3,21.8,25.6,86,58,0.2,18.9,Kagalle,2024
1/15/2024,29.0,20.1,24.0,91,54,0.0,14.8,Kagalle,2024
1/16/2024,29.1,18.5,24.2,94,56,0.0,9.4,Kagalle,2024
1/17/2024,30.2,20.1,25.1,96,57,0.0,8.0,Kagalle,2024
1/18/2024,30.7,21.8,25.5,97,63,1.6,8.3,Kagalle,2024
1/19/2024,29.2,22.1,25.1,98,70,2.8,8.1,Kagalle,2024
1/20/2024,31.0,22.5,25.2,98,65,13.1,12.6,Kagalle,2024
1/21/2024,32.0,21.9,26.7,95,57,0.3,11.2,Kagalle,2024
1/22/2024,32.2,22.2,26.7,92,53,0.0,16.1,Kagalle,2024
1/23/2024,31.6,20.9,25.6,95,51,0.0,16.9,Kagalle,2024
1/24/2024,31.2,21.0,25.6,82,48,0.0,12.5,Kagalle,2024
1/25/2024,31.3,18.1,24.6,90,49,0.0,12.9,Kagalle,2024
1/26/2024,32.0,20.0,25.5,87,48,0.0,18.7,Kagalle,2024
1/27/2024,32.4,21.5,26.3,88,46,0.0,17.7,Kagalle,2024
1/28/2024,31.3,23.0,26.7,90,55,0.9,17.8,Kagalle,2024
1/29/2024,31.1,23.4,26.7,84,58,1.4,18.2,Kagalle,2024
1/30/2024,31.4,23.2,25.9,96,63,26.3,14.3,Kagalle,2024
1/31/2024,27.6,22.9,24.3,97,81,26.3,10.5,Kagalle,2024
2/1/2024,30.6,22.8,25.6,98,69,10.0,8.1,Kagalle,2024
2/2/2024,32.3,21.8,26.4,97,55,0.0,9.8,Kagalle,2024
2/3/2024,33.2,21.0,26.4,97,44,0.0,12.5,Kagalle,2024
2/4/2024,31.1,20.8,25.4,94,63,3.8,12.7,Kagalle,2024
2/5/2024,31.0,23.3,26.1,98,65,2.4,11.0,Kagalle,2024
2/6/2024,32.7,22.4,26.6,93,53,0.0,13.8,Kagalle,2024
2/7/2024,32.2,20.4,25.7,92,49,0.0,12.5,Kagalle,2024
2/8/2024,33.2,18.4,25.7,91,40,0.0,10.0,Kagalle,2024
2/9/2024,32.2,19.6,25.8,91,47,0.0,16.4,Kagalle,2024
2/10/2024,32.2,22.7,26.9,83,47,0.0,16.0,Kagalle,2024
2/11/2024,32.8,22.9,27.0,82,42,0.0,17.8,Kagalle,2024
2/12/2024,33.4,23.0,27.4,80,47,0.2,21.2,Kagalle,2024
2/13/2024,33.2,23.2,27.6,92,52,0.5,16.0,Kagalle,2024
2/14/2024,33.5,24.5,28.1,90,48,0.7,16.6,Kagalle,2024
2/15/2024,33.3,23.9,27.4,89,51,4.5,13.0,Kagalle,2024
2/16/2024,32.9,23.8,27.4,85,52,3.3,18.9,Kagalle,2024
2/17/2024,33.7,24.1,28.2,86,46,0.0,16.3,Kagalle,2024
2/18/2024,34.0,21.3,27.8,88,41,0.0,16.6,Kagalle,2024
2/19/2024,34.3,22.4,28.3,81,42,0.0,17.2,Kagalle,2024
2/20/2024,35.5,22.6,28.6,90,40,0.4,15.0,Kagalle,2024
2/21/2024,36.2,23.4,28.9,94,29,0.0,14.0,Kagalle,2024
2/22/2024,34.1,23.3,27.9,97,42,0.3,16.6,Kagalle,2024
2/23/2024,36.0,23.0,28.9,94,34,0.2,20.0,Kagalle,2024
2/24/2024,35.8,23.8,28.7,95,29,0.0,15.5,Kagalle,2024
2/25/2024,35.9,22.9,28.7,95,34,0.0,12.1,Kagalle,2024
2/26/2024,34.7,24.7,29.1,82,42,1.3,20.0,Kagalle,2024
2/27/2024,35.0,25.6,29.4,82,42,0.0,18.9,Kagalle,2024
2/28/2024,33.7,24.5,28.6,82,45,0.0,19.6,Kagalle,2024
2/29/2024,35.0,23.1,28.5,85,38,0.2,11.0,Kagalle,2024
3/1/2024,34.3,22.9,28.4,88,41,0.0,16.7,Kagalle,2024
3/2/2024,35.5,22.0,28.7,80,36,0.0,10.3,Kagalle,2024
3/3/2024,34.9,21.8,28.2,87,34,0.0,13.0,Kagalle,2024
3/4/2024,35.8,22.9,28.4,94,23,0.0,14.1,Kagalle,2024
3/5/2024,36.9,22.9,28.7,88,23,0.0,19.3,Kagalle,2024
3/6/2024,34.5,24.0,28.4,91,36,0.1,15.5,Kagalle,2024
3/7/2024,35.8,24.0,28.6,90,28,0.0,12.2,Kagalle,2024
3/8/2024,33.7,23.4,27.9,93,45,0.8,22.4,Kagalle,2024
3/9/2024,38.5,22.8,28.7,94,20,0.1,22.6,Kagalle,2024
3/10/2024,38.0,23.4,29.5,91,18,0.0,16.6,Kagalle,2024
3/11/2024,37.7,22.8,29.0,87,22,0.0,14.8,Kagalle,2024
3/12/2024,37.5,23.2,29.5,88,29,0.3,14.8,Kagalle,2024
3/13/2024,37.0,23.1,29.0,86,27,0.0,21.0,Kagalle,2024
3/14/2024,36.6,23.4,29.1,94,33,0.0,19.1,Kagalle,2024
3/15/2024,36.7,23.9,29.2,89,32,0.3,18.0,Kagalle,2024
3/16/2024,38.2,24.1,29.7,86,25,0.1,23.4,Kagalle,2024
3/17/2024,37.8,23.8,29.5,93,24,0.0,25.7,Kagalle,2024
3/18/2024,37.2,23.9,29.4,90,20,0.0,18.0,Kagalle,2024
3/19/2024,36.3,23.7,29.4,82,29,0.1,18.6,Kagalle,2024
3/20/2024,36.8,24.2,29.5,90,28,0.2,15.9,Kagalle,2024
3/21/2024,33.8,24.5,28.0,94,49,7.3,10.1,Kagalle,2024
3/22/2024,35.2,24.2,27.0,99,45,26.9,10.9,Kagalle,2024
3/23/2024,35.5,23.2,27.6,100,42,4.7,17.9,Kagalle,2024
3/24/2024,34.1,23.5,27.1,98,51,10.5,11.3,Kagalle,2024
3/25/2024,36.2,24.1,29.0,100,38,0.5,13.2,Kagalle,2024
3/26/2024,32.6,23.4,27.8,96,56,3.5,10.9,Kagalle,2024
3/27/2024,35.0,23.1,27.0,96,48,17.1,9.4,Kagalle,2024
3/28/2024,34.2,24.1,27.7,96,51,4.8,15.2,Kagalle,2024
3/29/2024,35.3,24.0,28.6,96,36,0.0,14.5,Kagalle,2024
3/30/2024,34.8,23.8,28.6,94,39,0.1,15.3,Kagalle,2024
3/31/2024,34.6,24.0,28.7,94,44,1.0,12.9,Kagalle,2024
4/1/2024,35.7,24.8,28.2,96,44,3.2,14.8,Kagalle,2024
4/2/2024,35.0,24.0,28.3,98,49,3.8,15.6,Kagalle,2024
4/3/2024,34.2,23.8,27.9,99,51,0.7,14.2,Kagalle,2024
4/4/2024,35.5,23.7,28.1,97,45,8.5,19.1,Kagalle,2024
4/5/2024,34.9,23.9,28.5,98,50,3.6,14.1,Kagalle,2024
4/6/2024,36.9,24.4,29.7,93,35,0.5,17.8,Kagalle,2024
4/7/2024,37.1,23.8,29.5,95,35,0.8,17.9,Kagalle,2024
4/8/2024,37.0,24.5,29.6,96,35,1.6,15.9,Kagalle,2024
4/9/2024,38.7,24.0,30.4,95,23,0.1,13.9,Kagalle,2024
4/10/2024,37.5,23.6,30.0,85,33,1.1,14.9,Kagalle,2024
4/11/2024,36.5,24.6,28.5,93,40,8.8,11.5,Kagalle,2024
4/12/2024,34.0,24.2,27.0,99,49,20.8,11.7,Kagalle,2024
4/13/2024,33.9,23.5,27.3,100,53,9.8,9.7,Kagalle,2024
4/14/2024,33.5,23.6,26.5,98,57,26.3,15.6,Kagalle,2024
4/15/2024,33.6,24.4,27.2,99,58,3.9,11.5,Kagalle,2024
4/16/2024,32.2,24.1,26.3,100,64,9.0,12.9,Kagalle,2024
4/17/2024,33.3,23.8,28.1,98,56,0.1,11.0,Kagalle,2024
4/18/2024,33.5,23.9,28.0,97,54,0.5,13.7,Kagalle,2024
4/19/2024,32.2,24.5,28.0,93,64,2.1,12.2,Kagalle,2024
4/20/2024,33.6,25.4,28.5,92,58,1.3,12.7,Kagalle,2024
4/21/2024,34.4,24.5,28.7,93,54,1.5,15.0,Kagalle,2024
4/22/2024,34.6,24.8,28.8,97,50,0.1,16.0,Kagalle,2024
4/23/2024,36.8,24.2,29.2,92,38,0.5,16.3,Kagalle,2024
4/24/2024,34.8,24.6,28.8,93,48,1.4,15.5,Kagalle,2024
4/25/2024,35.7,24.1,29.2,93,40,0.2,15.3,Kagalle,2024
4/26/2024,35.5,25.2,29.5,96,43,0.1,13.5,Kagalle,2024
4/27/2024,35.8,25.2,28.5,98,46,19.4,15.0,Kagalle,2024
4/28/2024,35.2,24.8,28.9,99,50,2.3,11.9,Kagalle,2024
4/29/2024,34.7,25.1,27.7,98,53,30.7,8.4,Kagalle,2024
4/30/2024,33.8,24.7,27.7,98,60,5.6,12.5,Kagalle,2024
5/1/2024,34.8,24.1,28.5,98,54,0.8,13.6,Kagalle,2024
5/2/2024,34.0,25.3,29.5,92,56,0.8,13.5,Kagalle,2024
5/3/2024,34.5,26.2,29.6,93,54,0.4,20.0,Kagalle,2024
5/4/2024,32.8,25.6,29.0,97,63,1.5,14.5,Kagalle,2024
5/5/2024,33.3,26.0,29.1,92,59,2.7,17.6,Kagalle,2024
5/6/2024,35.5,26.3,29.4,89,52,1.1,21.0,Kagalle,2024
5/7/2024,34.1,25.2,28.7,92,54,2.9,16.9,Kagalle,2024
5/8/2024,35.2,25.0,28.6,92,51,2.0,21.4,Kagalle,2024
5/9/2024,35.0,24.5,28.2,95,52,21.4,18.0,Kagalle,2024
5/10/2024,32.8,24.0,27.4,97,62,6.4,13.1,Kagalle,2024
5/11/2024,34.0,25.0,27.8,96,55,17.3,14.1,Kagalle,2024
5/12/2024,31.0,24.5,26.6,99,71,15.9,14.2,Kagalle,2024
5/13/2024,32.7,23.6,27.3,99,62,12.0,8.3,Kagalle,2024
5/14/2024,31.8,24.2,26.7,96,63,21.1,12.1,Kagalle,2024
5/15/2024,31.8,24.5,26.9,98,65,17.7,15.5,Kagalle,2024
5/16/2024,29.5,24.3,26.0,98,77,20.6,10.5,Kagalle,2024
5/17/2024,31.4,24.1,26.6,98,62,7.5,15.0,Kagalle,2024
5/18/2024,29.1,24.0,25.6,96,77,31.2,16.8,Kagalle,2024
5/19/2024,28.5,23.6,25.4,97,80,30.3,18.0,Kagalle,2024
5/20/2024,26.0,23.6,24.7,97,84,46.2,17.2,Kagalle,2024
5/21/2024,28.1,23.9,25.6,94,80,10.0,20.7,Kagalle,2024
5/22/2024,28.3,23.5,25.5,98,81,37.5,27.3,Kagalle,2024
5/23/2024,27.4,24.3,25.3,97,85,26.2,28.2,Kagalle,2024
5/24/2024,28.5,24.6,25.8,96,81,20.9,31.2,Kagalle,2024
5/25/2024,27.9,23.8,25.3,99,86,50.2,24.9,Kagalle,2024
5/26/2024,29.4,23.5,25.5,97,78,32.4,24.2,Kagalle,2024
5/27/2024,28.0,23.8,25.6,94,83,22.5,22.2,Kagalle,2024
5/28/2024,29.0,23.9,25.7,93,80,41.3,17.4,Kagalle,2024
5/29/2024,28.8,24.8,26.1,91,81,10.3,17.4,Kagalle,2024
5/30/2024,28.4,23.8,26.1,93,79,46.5,14.5,Kagalle,2024
5/31/2024,29.9,25.1,27.4,91,78,2.9,17.0,Kagalle,2024
6/1/2024,29.4,24.5,26.5,95,79,19.1,16.4,Kagalle,2024
6/2/2024,28.0,24.9,26.1,94,82,13.2,19.1,Kagalle,2024
6/3/2024,29.4,23.7,26.3,94,75,13.2,18.8,Kagalle,2024
6/4/2024,29.6,25.0,26.9,91,76,1.9,20.4,Kagalle,2024
6/5/2024,29.8,24.8,26.9,92,72,2.0,20.9,Kagalle,2024
6/6/2024,30.5,24.6,26.7,91,70,8.1,19.1,Kagalle,2024
6/7/2024,29.5,24.6,26.6,92,74,2.1,22.2,Kagalle,2024
6/8/2024,29.3,23.9,26.3,92,72,2.8,22.5,Kagalle,2024
6/9/2024,29.1,23.0,25.9,96,75,4.3,21.4,Kagalle,2024
6/10/2024,29.4,24.4,26.5,91,75,2.0,20.8,Kagalle,2024
6/11/2024,29.5,25.0,26.6,89,72,3.1,22.7,Kagalle,2024
6/12/2024,29.5,24.0,26.2,94,75,12.2,19.9,Kagalle,2024
6/13/2024,29.6,24.8,26.9,91,73,3.9,17.4,Kagalle,2024
6/14/2024,30.2,25.1,27.1,89,69,1.1,17.7,Kagalle,2024
6/15/2024,29.5,24.2,26.2,90,72,3.9,20.1,Kagalle,2024
6/16/2024,29.4,24.2,26.6,90,74,2.9,19.2,Kagalle,2024
6/17/2024,30.0,24.9,27.1,88,71,2.3,19.0,Kagalle,2024
6/18/2024,29.5,24.7,26.3,91,73,4.1,18.1,Kagalle,2024
6/19/2024,28.0,24.4,25.6,92,79,9.8,21.2,Kagalle,2024
6/20/2024,29.5,23.7,25.7,93,70,5.4,20.1,Kagalle,2024
6/21/2024,28.5,23.6,25.2,93,80,10.6,18.9,Kagalle,2024
6/22/2024,28.9,23.0,25.2,96,75,25.4,20.9,Kagalle,2024
6/23/2024,28.8,23.5,25.2,96,74,24.1,18.4,Kagalle,2024
6/24/2024,29.2,23.1,25.5,98,76,12.9,18.7,Kagalle,2024
6/25/2024,28.0,22.6,24.7,97,81,37.7,18.6,Kagalle,2024
6/26/2024,27.5,22.9,24.8,98,82,24.5,18.6,Kagalle,2024
6/27/2024,30.2,23.8,26.5,91,66,4.6,18.8,Kagalle,2024
6/28/2024,30.5,23.7,26.7,95,63,2.5,15.8,Kagalle,2024
6/29/2024,29.2,24.0,26.4,93,70,2.0,16.3,Kagalle,2024
6/30/2024,29.8,24.6,26.5,91,74,1.7,17.2,Kagalle,2024
7/1/2024,29.7,23.8,26.4,94,73,4.0,17.4,Kagalle,2024
7/2/2024,30.1,24.9,27.2,90,71,2.2,15.0,Kagalle,2024
7/3/2024,30.2,24.5,26.5,92,72,2.4,16.4,Kagalle,2024
7/4/2024,28.9,24.0,26.0,90,76,2.9,15.8,Kagalle,2024
7/5/2024,27.2,23.2,25.1,95,83,16.6,16.2,Kagalle,2024
7/6/2024,28.9,23.3,25.7,92,75,2.4,16.3,Kagalle,2024
7/7/2024,29.5,24.9,26.3,90,71,2.7,15.8,Kagalle,2024
7/8/2024,28.9,24.0,25.5,92,76,11.9,14.5,Kagalle,2024
7/9/2024,30.0,24.6,26.7,88,64,2.2,18.7,Kagalle,2024
7/10/2024,30.3,24.4,26.6,90,63,1.7,16.3,Kagalle,2024
7/11/2024,30.1,24.5,26.9,90,68,3.4,15.6,Kagalle,2024
7/12/2024,28.9,24.5,26.1,95,75,5.8,17.6,Kagalle,2024
7/13/2024,26.9,23.8,24.9,95,84,30.8,17.3,Kagalle,2024
7/14/2024,30.3,24.1,26.6,94,67,5.5,20.0,Kagalle,2024
7/15/2024,27.1,23.6,25.3,98,83,19.4,17.9,Kagalle,2024
7/16/2024,29.9,23.1,26.0,98,70,7.7,19.6,Kagalle,2024
7/17/2024,27.8,24.1,25.5,95,79,15.9,21.8,Kagalle,2024
7/18/2024,27.5,24.2,25.5,96,84,9.4,15.8,Kagalle,2024
7/19/2024,29.8,24.6,26.9,91,69,4.1,21.9,Kagalle,2024
7/20/2024,30.9,24.6,27.3,91,62,0.3,19.5,Kagalle,2024
7/21/2024,31.3,25.2,27.5,83,58,0.0,16.0,Kagalle,2024
7/22/2024,30.0,24.8,26.8,89,71,7.7,15.5,Kagalle,2024
7/23/2024,30.5,24.4,27.0,92,71,1.0,15.9,Kagalle,2024
7/24/2024,31.0,25.0,27.4,87,64,0.5,17.2,Kagalle,2024
7/25/2024,30.5,25.0,27.0,92,67,3.1,19.3,Kagalle,2024
7/26/2024,30.5,25.1,27.3,87,64,2.9,20.2,Kagalle,2024
7/27/2024,30.2,25.2,27.4,91,69,2.2,21.3,Kagalle,2024
7/28/2024,30.4,23.8,26.3,95,68,12.8,20.4,Kagalle,2024
7/29/2024,29.0,23.6,25.2,96,76,42.3,18.3,Kagalle,2024
7/30/2024,29.6,23.6,26.2,94,73,8.0,16.2,Kagalle,2024
7/31/2024,29.2,23.0,26.1,93,73,10.0,15.6,Kagalle,2024
8/1/2024,29.4,24.5,26.3,91,74,4.5,19.4,Kagalle,2024
8/2/2024,27.9,24.4,25.8,89,79,4.6,17.1,Kagalle,2024
8/3/2024,29.5,24.4,26.6,86,71,2.8,15.1,Kagalle,2024
8/4/2024,29.9,24.5,26.5,91,72,2.1,16.8,Kagalle,2024
8/5/2024,28.8,24.4,26.0,92,77,5.5,18.1,Kagalle,2024
8/6/2024,30.1,24.2,26.8,90,66,0.6,18.4,Kagalle,2024
8/7/2024,30.5,24.6,27.0,88,66,0.8,16.7,Kagalle,2024
8/8/2024,29.3,24.4,25.7,90,75,12.8,15.8,Kagalle,2024
8/9/2024,30.1,24.1,26.6,92,65,0.4,15.9,Kagalle,2024
8/10/2024,29.4,24.1,26.0,88,72,12.7,15.0,Kagalle,2024
8/11/2024,29.3,24.5,26.2,91,73,4.5,17.1,Kagalle,2024
8/12/2024,30.7,23.7,25.8,96,69,47.8,11.3,Kagalle,2024
8/13/2024,28.4,23.5,25.5,97,80,1.9,16.2,Kagalle,2024
8/14/2024,28.6,24.1,25.8,92,75,3.1,16.6,Kagalle,2024
8/15/2024,28.6,24.0,26.1,92,77,8.4,19.3,Kagalle,2024
8/16/2024,28.5,24.2,25.9,93,78,11.4,19.2,Kagalle,2024
8/17/2024,28.1,23.5,24.9,94,78,22.2,17.3,Kagalle,2024
8/18/2024,28.0,23.5,25.5,94,79,8.7,15.8,Kagalle,2024
8/19/2024,29.2,23.6,25.7,93,76,8.2,20.0,Kagalle,2024
8/20/2024,28.4,23.6,25.3,92,77,7.5,21.4,Kagalle,2024
8/21/2024,26.3,23.4,24.4,95,85,14.0,21.2,Kagalle,2024
8/22/2024,29.0,23.5,25.9,91,71,1.0,17.7,Kagalle,2024
8/23/2024,30.2,24.3,26.5,92,69,1.7,18.4,Kagalle,2024
8/24/2024,29.6,24.1,26.3,92,69,1.8,18.3,Kagalle,2024
8/25/2024,29.8,24.0,26.1,89,68,8.5,19.5,Kagalle,2024
8/26/2024,30.5,24.0,26.7,88,63,0.1,18.6,Kagalle,2024
8/27/2024,30.7,24.8,26.9,85,58,0.0,19.7,Kagalle,2024
8/28/2024,29.9,24.9,26.8,85,66,1.0,18.8,Kagalle,2024
8/29/2024,29.0,23.8,25.9,91,73,4.8,18.8,Kagalle,2024
8/30/2024,28.1,23.3,25.2,91,75,10.0,19.6,Kagalle,2024
8/31/2024,28.6,22.7,24.9,97,75,15.1,19.9,Kagalle,2024
9/1/2024,28.4,23.2,24.9,94,78,16.7,17.6,Kagalle,2024
9/2/2024,28.1,23.0,25.2,94,77,24.4,18.3,Kagalle,2024
9/3/2024,27.5,23.1,24.7,95,80,17.8,20.1,Kagalle,2024
9/4/2024,28.8,23.2,25.3,97,78,13.1,19.4,Kagalle,2024
9/5/2024,29.6,24.6,26.7,91,70,2.8,19.9,Kagalle,2024
9/6/2024,29.5,24.0,26.3,92,67,4.1,21.9,Kagalle,2024
9/7/2024,29.6,24.5,26.4,89,70,3.6,20.2,Kagalle,2024
9/8/2024,28.6,23.5,25.4,93,77,6.4,18.2,Kagalle,2024
9/9/2024,29.4,23.3,25.7,93,73,4.5,21.4,Kagalle,2024
9/10/2024,27.8,22.8,25.2,96,79,11.0,21.3,Kagalle,2024
9/11/2024,28.5,23.0,25.4,95,76,6.1,18.6,Kagalle,2024
9/12/2024,30.4,23.1,26.5,95,66,0.9,17.1,Kagalle,2024
9/13/2024,29.9,24.5,26.4,90,72,4.0,17.5,Kagalle,2024
9/14/2024,29.1,24.5,26.4,90,75,2.3,19.6,Kagalle,2024
9/15/2024,30.0,24.8,26.9,89,70,3.1,18.5,Kagalle,2024
9/16/2024,29.0,23.1,25.7,93,76,17.1,20.5,Kagalle,2024
9/17/2024,29.5,23.8,26.3,92,70,2.8,18.9,Kagalle,2024
9/18/2024,29.4,24.3,26.5,91,69,3.6,19.6,Kagalle,2024
9/19/2024,29.5,24.0,26.2,89,67,0.9,18.7,Kagalle,2024
9/20/2024,29.5,24.0,26.4,90,72,2.9,17.8,Kagalle,2024
9/21/2024,29.6,23.5,26.3,92,67,3.2,19.4,Kagalle,2024
9/22/2024,30.2,23.4,26.3,94,60,3.4,20.4,Kagalle,2024
9/23/2024,30.5,23.8,26.7,88,57,1.8,21.1,Kagalle,2024
9/24/2024,28.5,24.3,25.7,90,77,3.3,20.4,Kagalle,2024
9/25/2024,29.5,23.6,26.0,91,73,4.2,18.4,Kagalle,2024
9/26/2024,30.9,24.6,26.8,90,68,2.9,16.9,Kagalle,2024
9/27/2024,30.0,22.8,26.3,93,69,1.4,13.5,Kagalle,2024
9/28/2024,32.6,23.7,26.6,98,58,4.1,12.3,Kagalle,2024
9/29/2024,31.0,22.6,25.8,99,68,8.7,12.2,Kagalle,2024
9/30/2024,30.5,22.8,25.5,100,69,9.0,9.7,Kagalle,2024
10/1/2024,31.6,23.0,26.8,100,62,1.8,10.8,Kagalle,2024
10/2/2024,31.2,23.0,26.4,99,62,3.6,21.8,Kagalle,2024
10/3/2024,30.8,24.5,26.9,91,64,0.5,17.3,Kagalle,2024
10/4/2024,31.2,24.2,27.2,92,60,0.0,19.1,Kagalle,2024
10/5/2024,29.4,24.8,26.6,90,69,8.4,14.1,Kagalle,2024
10/6/2024,30.9,24.0,26.5,92,68,7.7,11.6,Kagalle,2024
10/7/2024,27.5,22.4,24.6,96,80,18.7,14.9,Kagalle,2024
10/8/2024,28.9,23.2,25.6,94,70,1.9,12.0,Kagalle,2024
10/9/2024,30.5,22.9,25.7,98,70,8.4,15.2,Kagalle,2024
10/10/2024,28.6,22.8,24.4,96,77,44.9,14.6,Kagalle,2024
10/11/2024,26.2,23.1,24.0,97,85,44.4,17.1,Kagalle,2024
10/12/2024,26.5,22.9,24.5,96,83,10.2,14.0,Kagalle,2024
10/13/2024,27.5,23.0,24.4,96,80,15.1,13.6,Kagalle,2024
10/14/2024,25.4,22.5,23.6,97,84,15.8,15.9,Kagalle,2024
10/15/2024,28.2,23.4,24.5,93,79,15.7,17.5,Kagalle,2024
10/16/2024,28.7,23.2,25.4,95,77,5.5,15.5,Kagalle,2024
10/17/2024,30.2,24.1,26.5,92,67,2.1,17.6,Kagalle,2024
10/18/2024,30.5,24.0,26.7,88,67,0.7,14.8,Kagalle,2024
10/19/2024,29.4,23.7,26.0,89,70,2.3,12.7,Kagalle,2024
10/20/2024,29.2,23.4,25.4,95,73,3.1,13.4,Kagalle,2024
10/21/2024,29.2,23.0,25.4,97,75,6.4,12.3,Kagalle,2024
10/22/2024,28.2,22.8,24.9,96,80,8.3,12.2,Kagalle,2024
10/23/2024,27.0,23.1,24.4,98,84,14.4,14.2,Kagalle,2024
10/24/2024,29.0,22.6,25.6,96,72,13.4,17.6,Kagalle,2024
10/25/2024,29.4,23.0,25.7,95,70,12.4,17.4,Kagalle,2024
10/26/2024,29.5,22.6,24.7,96,72,22.5,14.1,Kagalle,2024
10/27/2024,28.9,22.9,25.2,94,76,7.2,15.2,Kagalle,2024
10/28/2024,29.0,22.9,25.1,98,74,12.9,16.4,Kagalle,2024
10/29/2024,30.2,23.6,26.1,93,73,7.7,12.7,Kagalle,2024
10/30/2024,30.5,23.5,26.2,95,71,5.1,11.6,Kagalle,2024
10/31/2024,30.4,22.8,25.5,97,64,7.6,12.7,Kagalle,2024
11/1/2024,29.0,22.5,24.7,97,74,19.2,7.1,Kagalle,2024
11/2/2024,29.4,23.5,24.9,100,73,12.8,6.5,Kagalle,2024
11/3/2024,30.3,22.4,24.9,100,66,12.7,7.1,Kagalle,2024
11/4/2024,29.7,21.9,24.3,99,69,31.0,9.3,Kagalle,2024
11/5/2024,30.0,22.7,25.3,98,62,2.1,12.2,Kagalle,2024
11/6/2024,31.1,21.9,26.2,97,55,0.0,9.4,Kagalle,2024
11/7/2024,29.2,21.8,25.1,97,68,12.5,11.2,Kagalle,2024
11/8/2024,28.1,22.8,24.6,99,80,68.9,10.4,Kagalle,2024
11/9/2024,30.7,23.1,26.2,96,65,0.4,15.8,Kagalle,2024
11/10/2024,30.2,21.8,25.7,93,62,1.9,14.8,Kagalle,2024
11/11/2024,30.2,22.0,25.9,95,65,0.8,9.6,Kagalle,2024
11/12/2024,30.0,22.8,25.4,98,68,5.3,12.0,Kagalle,2024
11/13/2024,31.2,22.5,25.6,99,61,7.2,8.7,Kagalle,2024
11/14/2024,31.3,22.0,24.7,99,63,15.2,15.8,Kagalle,2024
11/15/2024,29.4,22.3,24.5,100,74,24.5,7.9,Kagalle,2024
11/16/2024,30.2,21.8,24.9,100,68,2.3,10.0,Kagalle,2024
11/17/2024,31.1,21.5,25.4,99,65,1.4,8.9,Kagalle,2024
11/18/2024,31.0,22.0,25.0,99,65,21.7,10.8,Kagalle,2024
11/19/2024,30.9,22.1,24.8,100,68,22.6,10.1,Kagalle,2024
11/20/2024,29.2,21.7,24.7,100,72,14.1,9.0,Kagalle,2024
11/21/2024,28.6,22.2,24.5,100,77,10.0,12.3,Kagalle,2024
