farmer_id,farmer_name,experience,district,land_size,tree_count,date,season,tapping_hour,tapping_minute,tapping_time,collection_gap_hours,storage_duration_hours,latex_quantity_kg,ammonia_added,ammonia_amount_ml,container_type,temperature_c,humidity_percent,rainfall_mm,vfa_value,drc_value,quality_grade
F004,Farmer D,expert,Galle,3.5,250,2024-04-12,inter_monsoon,5,21,5:21,2.0,1.1,6.9,True,7.7,Closed Container,29.7,77.1,86.3,0.01,35.68,Grade 1
F007,Farmer G,expert,Ratnapura,5.0,400,2024-04-13,inter_monsoon,4,6,4:06,1.7,2.6,5.9,False,0.0,Bucket,27.0,81.9,93.3,0.0427,33.33,Grade 2
F007,Farmer G,expert,Ratnapura,5.0,400,2024-04-13,inter_monsoon,5,50,5:50,2.8,3.0,5.8,True,3.5,Bucket,27.7,82.6,34.9,0.0371,37.89,Grade 2
F003,Farmer C,beginner,Ratnapura,1.5,100,2024-04-13,inter_monsoon,9,51,9:51,4.0,12.5,1.5,False,0.0,Open Container,27.2,80.2,99.5,0.12,28.18,Rejected
F001,Farmer A,expert,Kalutara,4.5,300,2024-04-13,inter_monsoon,5,16,5:16,2.0,3.8,3.7,True,6.1,Closed Container,28.1,81.1,80.0,0.0236,35.84,Grade 1
F005,Farmer E,moderate,Kalutara,2.0,150,2024-04-13,inter_monsoon,7,30,7:30,4.2,4.1,5.2,True,6.8,Closed Container,28.6,76.1,93.7,0.0433,32.09,Grade 2
F001,Farmer A,expert,Kalutara,4.5,300,2024-04-13,inter_monsoon,5,51,5:51,2.9,1.3,5.2,True,4.2,Bucket,29.8,70.5,86.3,0.0317,34.01,Grade 2
F002,Farmer B,moderate,Kegalle,3.0,200,2024-04-13,inter_monsoon,6,8,6:08,2.3,7.9,5.2,True,6.5,Open Container,27.6,82.1,84.0,0.0738,31.59,Grade 3
F005,Farmer E,moderate,Kalutara,2.0,150,2024-04-13,inter_monsoon,5,40,5:40,3.0,5.7,5.5,False,0.0,Closed Container,28.5,77.7,40.3,0.0564,35.89,Grade 3
F002,Farmer B,moderate,Kegalle,3.0,200,2024-04-13,inter_monsoon,8,57,8:57,4.0,5.9,5.9,True,4.7,Closed Container,27.7,84.7,34.5,0.0619,32.18,Grade 3
F006,Farmer F,beginner,Kegalle,1.0,80,2024-04-14,inter_monsoon,6,24,6:24,3.3,12.5,5.2,False,0.0,Bucket,27.4,74.6,62.0,0.117,30.94,Rejected
F005,Farmer E,moderate,Kalutara,2.0,150,2024-04-14,inter_monsoon,8,58,8:58,3.0,2.6,2.5,True,3.3,Closed Container,29.3,78.2,24.1,0.0474,33.69,Grade 2
F006,Farmer F,beginner,Kegalle,1.0,80,2024-04-14,inter_monsoon,7,55,7:55,6.0,9.0,4.9,False,0.0,Closed Container,27.1,84.6,96.6,0.1027,30.81,Rejected
F005,Farmer E,moderate,Kalutara,2.0,150,2024-04-14,inter_monsoon,8,9,8:09,3.7,4.9,1.3,False,0.0,Closed Container,28.1,74.1,99.1,0.071,29.27,Grade 3
F008,Farmer H,moderate,Galle,2.5,180,2024-04-14,inter_monsoon,7,2,7:02,4.0,5.3,2.7,True,5.3,Closed Container,29.8,81.8,30.1,0.0595,34.45,Grade 3
F004,Farmer D,expert,Galle,3.5,250,2024-04-14,inter_monsoon,6,49,6:49,2.0,3.1,6.6,True,7.0,Closed Container,29.2,75.8,71.5,0.0274,32.05,Grade 2
F008,Farmer H,moderate,Galle,2.5,180,2024-04-14,inter_monsoon,6,23,6:23,2.2,4.2,4.9,True,4.8,Bucket,28.8,70.3,98.8,0.051,31.9,Grade 3
F008,Farmer H,moderate,Galle,2.5,180,2024-04-15,inter_monsoon,6,12,6:12,3.5,3.5,7.2,True,9.9,Closed Container,28.3,84.2,85.9,0.0352,33.83,Grade 2
F006,Farmer F,beginner,Kegalle,1.0,80,2024-04-15,inter_monsoon,8,22,8:22,5.9,10.1,2.4,False,0.0,Closed Container,28.0,81.7,38.8,0.12,31.39,Rejected
F001,Farmer A,expert,Kalutara,4.5,300,2024-04-15,inter_monsoon,6,54,6:54,2.6,3.9,6.9,True,7.2,Closed Container,28.2,84.4,67.9,0.0235,35.13,Grade 1
F001,Farmer A,expert,Kalutara,4.5,300,2024-04-15,inter_monsoon,5,41,5:41,2.8,3.6,5.1,True,4.0,Bucket,28.5,74.9,28.6,0.0403,36.84,Grade 2
F001,Farmer A,expert,Kalutara,4.5,300,2024-04-15,inter_monsoon,5,26,5:26,1.6,2.6,6.8,True,9.7,Closed Container,29.6,78.6,61.0,0.0133,34.82,Grade 2
F008,Farmer H,moderate,Galle,2.5,180,2024-04-15,inter_monsoon,8,27,8:27,2.5,7.7,1.1,False,0.0,Open Container,29.9,74.3,78.1,0.0944,31.23,Rejected
F005,Farmer E,moderate,Kalutara,2.0,150,2024-04-16,inter_monsoon,6,21,6:21,2.7,7.8,5.4,True,5.8,Closed Container,28.7,70.5,21.7,0.0634,33.86,Grade 3
F005,Farmer E,moderate,Kalutara,2.0,150,2024-04-16,inter_monsoon,5,56,5:56,4.0,7.1,3.4,True,6.5,Bucket,29.5,83.2,49.7,0.0618,33.03,Grade 3
F006,Farmer F,beginner,Kegalle,1.0,80,2024-04-16,inter_monsoon,7,13,7:13,4.4,9.3,1.6,True,8.5,Bucket,28.2,78.3,40.0,0.0885,32.75,Rejected
F003,Farmer C,beginner,Ratnapura,1.5,100,2024-04-16,inter_monsoon,6,36,6:36,4.5,10.3,6.6,False,0.0,Open Container,26.6,73.3,40.5,0.12,31.38,Rejected
F003,Farmer C,beginner,Ratnapura,1.5,100,2024-04-16,inter_monsoon,6,26,6:26,4.1,12.7,6.6,True,5.8,Closed Container,27.1,73.4,40.8,0.1018,33.11,Rejected
F003,Farmer C,beginner,Ratnapura,1.5,100,2024-04-16,inter_monsoon,9,58,9:58,4.8,12.0,5.7,True,5.7,Closed Container,26.9,79.1,70.5,0.111,30.24,Rejected
F002,Farmer B,moderate,Kegalle,3.0,200,2024-04-16,inter_monsoon,7,39,7:39,2.4,5.9,7.2,True,4.7,Closed Container,28.5,77.5,21.0,0.0481,34.6,Grade 2
F006,Farmer F,beginner,Kegalle,1.0,80,2024-04-16,inter_monsoon,8,0,8:00,5.1,7.8,6.2,True,7.1,Cup,27.8,75.8,35.6,0.0787,31.57,Grade 3
F004,Farmer D,expert,Galle,3.5,250,2024-04-16,inter_monsoon,6,36,6:36,2.1,3.3,3.3,True,8.0,Closed Container,28.8,79.8,53.5,0.0284,34.2,Grade 2
F001,Farmer A,expert,Kalutara,4.5,300,2024-04-16,inter_monsoon,5,44,5:44,2.5,1.3,6.5,True,4.1,Closed Container,29.4,82.3,79.3,0.0183,33.59,Grade 2
F001,Farmer A,expert,Kalutara,4.5,300,2024-04-17,inter_monsoon,6,27,6:27,2.5,2.4,3.8,True,7.8,Closed Container,28.3,85.0,43.6,0.023,35.25,Grade 1
F006,Farmer F,beginner,Kegalle,1.0,80,2024-04-17,inter_monsoon,10,33,10:33,4.6,10.0,3.8,True,7.2,Bucket,27.8,75.1,68.3,0.1053,28.78,Rejected
F007,Farmer G,expert,Ratnapura,5.0,400,2024-04-17,inter_monsoon,4,11,4:11,2.3,3.6,5.1,True,3.7,Closed Container,26.8,84.6,96.4,0.0248,35.73,Grade 1
F007,Farmer G,expert,Ratnapura,5.0,400,2024-04-17,inter_monsoon,6,47,6:47,2.1,2.9,5.8,True,3.4,Closed Container,26.8,79.8,40.3,0.0286,35.4,Grade 1
F003,Farmer C,beginner,Ratnapura,1.5,100,2024-04-17,inter_monsoon,8,24,8:24,3.5,8.0,1.5,False,0.0,Open Container,27.1,71.9,50.1,0.1077,28.7,Rejected
F001,Farmer A,expert,Kalutara,4.5,300,2024-04-17,inter_monsoon,5,25,5:25,1.9,3.5,2.1,True,6.8,Bucket,28.2,84.4,54.6,0.0262,37.05,Grade 1
F008,Farmer H,moderate,Galle,2.5,180,2024-04-18,inter_monsoon,5,38,5:38,4.3,3.1,6.3,True,3.1,Closed Container,30.0,82.7,22.1,0.0456,35.06,Grade 2
F005,Farmer E,moderate,Kalutara,2.0,150,2024-04-18,inter_monsoon,6,31,6:31,3.9,2.7,1.8,True,8.8,Closed Container,29.7,84.2,63.1,0.0327,32.81,Grade 2
F007,Farmer G,expert,Ratnapura,5.0,400,2024-04-18,inter_monsoon,5,1,5:01,2.3,2.5,6.5,True,8.8,Closed Container,26.4,83.9,81.0,0.0172,34.79,Grade 2
F001,Farmer A,expert,Kalutara,4.5,300,2024-04-18,inter_monsoon,4,4,4:04,1.8,1.9,3.5,True,9.7,Closed Container,29.2,74.9,87.2,0.0104,35.94,Grade 1
F006,Farmer F,beginner,Kegalle,1.0,80,2024-04-19,inter_monsoon,7,49,7:49,3.3,11.3,4.2,False,0.0,Bucket,27.7,72.5,22.7,0.12,32.77,Rejected
F007,Farmer G,expert,Ratnapura,5.0,400,2024-04-19,inter_monsoon,6,44,6:44,2.0,1.3,5.4,True,4.0,Closed Container,27.0,79.7,38.4,0.0125,36.36,Grade 1
F005,Farmer E,moderate,Kalutara,2.0,150,2024-04-19,inter_monsoon,8,50,8:50,4.2,7.7,6.3,True,4.8,Closed Container,29.4,79.1,87.7,0.077,30.24,Grade 3
F008,Farmer H,moderate,Galle,2.5,180,2024-04-19,inter_monsoon,6,24,6:24,3.4,5.4,7.9,True,9.8,Open Container,28.3,72.9,23.3,0.058,33.21,Grade 3
F007,Farmer G,expert,Ratnapura,5.0,400,2024-04-19,inter_monsoon,5,39,5:39,1.8,1.4,7.0,True,8.8,Closed Container,27.2,74.6,85.9,0.01,34.39,Grade 2
F006,Farmer F,beginner,Kegalle,1.0,80,2024-04-19,inter_monsoon,10,14,10:14,3.2,8.5,4.8,True,7.2,Open Container,27.8,71.4,44.2,0.0957,30.99,Rejected
F004,Farmer D,expert,Galle,3.5,250,2024-04-19,inter_monsoon,5,28,5:28,2.4,2.0,3.1,False,0.0,Closed Container,29.3,76.7,26.5,0.0345,36.27,Grade 2
F002,Farmer B,moderate,Kegalle,3.0,200,2024-04-19,inter_monsoon,6,18,6:18,2.7,3.1,1.5,False,0.0,Bucket,28.0,82.7,86.6,0.0503,31.52,Grade 3
F005,Farmer E,moderate,Kalutara,2.0,150,2024-04-20,inter_monsoon,5,59,5:59,2.8,6.1,7.7,True,8.0,Closed Container,28.1,79.6,22.1,0.0449,35.13,Grade 2
F005,Farmer E,moderate,Kalutara,2.0,150,2024-04-20,inter_monsoon,7,43,7:43,2.5,5.1,7.3,True,7.2,Bucket,29.9,70.9,68.2,0.0565,32.86,Grade 3
F004,Farmer D,expert,Galle,3.5,250,2024-04-20,inter_monsoon,6,22,6:22,2.9,1.1,4.3,True,3.1,Bucket,28.1,81.2,25.1,0.0321,34.23,Grade 2
F006,Farmer F,beginner,Kegalle,1.0,80,2024-04-20,inter_monsoon,9,2,9:02,5.8,12.4,5.1,False,0.0,Open Container,28.4,71.7,50.7,0.12,28.78,Rejected
F008,Farmer H,moderate,Galle,2.5,180,2024-04-20,inter_monsoon,6,53,6:53,3.0,4.2,4.8,False,0.0,Closed Container,28.8,78.0,70.3,0.0552,32.45,Grade 3
F005,Farmer E,moderate,Kalutara,2.0,150,2024-04-21,inter_monsoon,7,14,7:14,2.6,5.2,3.4,True,4.0,Bucket,28.7,73.6,51.9,0.0606,33.17,Grade 3
F001,Farmer A,expert,Kalutara,4.5,300,2024-04-21,inter_monsoon,4,5,4:05,2.9,3.3,3.9,True,3.4,Closed Container,28.0,81.0,75.5,0.0262,35.8,Grade 1
F008,Farmer H,moderate,Galle,2.5,180,2024-04-21,inter_monsoon,8,21,8:21,3.2,5.5,5.0,False,0.0,Closed Container,29.0,79.0,56.6,0.0705,28.42,Grade 3
F007,Farmer G,expert,Ratnapura,5.0,400,2024-04-21,inter_monsoon,4,39,4:39,2.9,3.2,6.4,True,7.5,Closed Container,26.9,73.2,44.0,0.0214,35.03,Grade 1
F004,Farmer D,expert,Galle,3.5,250,2024-04-21,inter_monsoon,6,7,6:07,2.6,1.6,2.3,True,3.5,Closed Container,29.1,71.5,83.2,0.0287,34.5,Grade 2
F006,Farmer F,beginner,Kegalle,1.0,80,2024-04-21,inter_monsoon,10,14,10:14,5.2,6.2,4.2,True,8.3,Closed Container,27.2,75.8,95.2,0.0803,29.9,Rejected
F005,Farmer E,moderate,Kalutara,2.0,150,2024-04-21,inter_monsoon,8,42,8:42,4.1,3.0,3.5,True,5.5,Bucket,28.3,71.6,31.6,0.0547,33.05,Grade 3
F003,Farmer C,beginner,Ratnapura,1.5,100,2024-04-21,inter_monsoon,6,53,6:53,3.0,10.8,6.2,True,8.3,Open Container,27.3,79.8,88.8,0.0942,30.41,Rejected
F005,Farmer E,moderate,Kalutara,2.0,150,2024-04-21,inter_monsoon,6,47,6:47,2.6,6.5,2.8,True,4.2,Closed Container,29.1,76.7,30.3,0.0594,34.86,Grade 3
F007,Farmer G,expert,Ratnapura,5.0,400,2024-04-22,inter_monsoon,4,23,4:23,2.4,1.1,2.1,True,9.9,Closed Container,26.6,76.4,71.6,0.01,35.76,Grade 1
F008,Farmer H,moderate,Galle,2.5,180,2024-04-22,inter_monsoon,8,53,8:53,4.0,5.3,1.3,False,0.0,Open Container,28.3,70.7,35.7,0.0926,32.4,Rejected
F003,Farmer C,beginner,Ratnapura,1.5,100,2024-04-22,inter_monsoon,8,37,8:37,5.4,6.4,4.8,False,0.0,Open Container,27.5,74.9,59.5,0.1046,29.76,Rejected
F006,Farmer F,beginner,Kegalle,1.0,80,2024-04-22,inter_monsoon,9,4,9:04,4.0,12.7,7.7,False,0.0,Open Container,27.8,79.6,59.6,0.12,29.32,Rejected
F003,Farmer C,beginner,Ratnapura,1.5,100,2024-04-22,inter_monsoon,8,46,8:46,4.1,6.5,1.7,False,0.0,Open Container,27.1,78.5,95.9,0.0996,29.04,Rejected
F008,Farmer H,moderate,Galle,2.5,180,2024-04-22,inter_monsoon,6,31,6:31,3.9,6.2,4.9,True,5.3,Closed Container,29.1,70.8,54.1,0.0574,32.97,Grade 3
F004,Farmer D,expert,Galle,3.5,250,2024-04-23,inter_monsoon,4,18,4:18,1.6,2.2,6.2,False,0.0,Closed Container,28.9,71.6,72.0,0.0289,35.18,Grade 1
F002,Farmer B,moderate,Kegalle,3.0,200,2024-04-23,inter_monsoon,6,28,6:28,2.4,3.2,3.7,True,6.6,Bucket,27.7,78.8,21.0,0.0366,33.82,Grade 2
F003,Farmer C,beginner,Ratnapura,1.5,100,2024-04-23,inter_monsoon,7,34,7:34,4.3,11.4,3.7,False,0.0,Closed Container,27.8,77.9,76.6,0.1096,29.89,Rejected
F005,Farmer E,moderate,Kalutara,2.0,150,2024-04-23,inter_monsoon,6,7,6:07,2.6,4.2,7.7,True,5.1,Closed Container,29.9,83.8,50.5,0.0323,33.84,Grade 2
F003,Farmer C,beginner,Ratnapura,1.5,100,2024-04-23,inter_monsoon,7,16,7:16,3.9,10.6,1.5,False,0.0,Cup,26.3,71.2,58.8,0.1109,29.71,Rejected
F001,Farmer A,expert,Kalutara,4.5,300,2024-04-23,inter_monsoon,5,23,5:23,2.2,1.1,3.6,True,7.9,Closed Container,29.4,74.1,35.2,0.01,35.44,Grade 1
F001,Farmer A,expert,Kalutara,4.5,300,2024-04-23,inter_monsoon,4,35,4:35,1.6,1.4,6.5,True,4.5,Bucket,29.8,73.5,92.7,0.0212,34.79,Grade 2
F003,Farmer C,beginner,Ratnapura,1.5,100,2024-04-23,inter_monsoon,8,10,8:10,4.4,5.8,3.5,False,0.0,Closed Container,27.2,84.6,58.2,0.0866,30.24,Rejected
F005,Farmer E,moderate,Kalutara,2.0,150,2024-04-24,inter_monsoon,8,28,8:28,3.3,4.6,7.5,True,8.7,Closed Container,29.1,79.5,55.1,0.0449,30.82,Grade 2
F001,Farmer A,expert,Kalutara,4.5,300,2024-04-24,inter_monsoon,5,59,5:59,2.6,4.0,7.5,False,0.0,Closed Container,29.0,78.1,44.1,0.0499,37.86,Grade 2
F005,Farmer E,moderate,Kalutara,2.0,150,2024-04-24,inter_monsoon,6,31,6:31,2.4,3.2,7.7,True,5.9,Open Container,29.3,83.5,52.0,0.0451,33.01,Grade 2
F005,Farmer E,moderate,Kalutara,2.0,150,2024-04-24,inter_monsoon,8,7,8:07,2.9,3.8,6.6,True,4.4,Closed Container,29.2,71.5,88.2,0.049,30.6,Grade 2
F006,Farmer F,beginner,Kegalle,1.0,80,2024-04-25,inter_monsoon,10,30,10:30,5.9,4.8,6.1,False,0.0,Bucket,28.4,80.5,71.9,0.1,29.01,Rejected
F002,Farmer B,moderate,Kegalle,3.0,200,2024-04-25,inter_monsoon,8,27,8:27,2.9,3.1,3.4,False,0.0,Open Container,28.2,71.2,26.0,0.0703,32.19,Grade 3
F005,Farmer E,moderate,Kalutara,2.0,150,2024-04-25,inter_monsoon,8,29,8:29,2.6,7.0,4.6,False,0.0,Closed Container,29.5,77.9,94.2,0.0825,30.3,Rejected
F007,Farmer G,expert,Ratnapura,5.0,400,2024-04-25,inter_monsoon,5,9,5:09,1.7,2.8,6.3,False,0.0,Bucket,27.4,78.2,26.5,0.0394,33.58,Grade 2
F002,Farmer B,moderate,Kegalle,3.0,200,2024-04-25,inter_monsoon,8,38,8:38,3.2,2.3,4.7,False,0.0,Closed Container,27.6,70.5,85.3,0.0448,29.95,Grade 3
F001,Farmer A,expert,Kalutara,4.5,300,2024-04-25,inter_monsoon,4,39,4:39,2.0,1.1,6.9,True,7.6,Closed Container,28.6,74.8,61.9,0.01,35.78,Grade 1
F008,Farmer H,moderate,Galle,2.5,180,2024-04-25,inter_monsoon,7,43,7:43,3.3,5.8,2.0,True,4.5,Bucket,29.7,76.5,97.3,0.0605,32.35,Grade 3
F001,Farmer A,expert,Kalutara,4.5,300,2024-04-26,inter_monsoon,5,49,5:49,2.6,2.7,2.9,True,8.3,Closed Container,28.4,80.4,68.2,0.0126,34.18,Grade 2
F008,Farmer H,moderate,Galle,2.5,180,2024-04-26,inter_monsoon,7,40,7:40,3.9,6.9,6.4,False,0.0,Open Container,29.3,80.3,73.4,0.0952,32.0,Rejected
F001,Farmer A,expert,Kalutara,4.5,300,2024-04-26,inter_monsoon,6,20,6:20,2.3,2.1,4.1,True,9.1,Bucket,28.7,84.8,49.5,0.0311,34.1,Grade 2
F002,Farmer B,moderate,Kegalle,3.0,200,2024-04-26,inter_monsoon,6,16,6:16,3.3,3.3,5.0,True,7.5,Closed Container,28.9,81.4,28.3,0.0332,32.62,Grade 2
F003,Farmer C,beginner,Ratnapura,1.5,100,2024-04-26,inter_monsoon,7,1,7:01,3.1,8.4,3.4,False,0.0,Open Container,26.8,75.3,88.7,0.1013,30.46,Rejected
F001,Farmer A,expert,Kalutara,4.5,300,2024-04-26,inter_monsoon,4,9,4:09,1.9,2.1,7.1,False,0.0,Bucket,28.9,82.9,47.4,0.0399,36.76,Grade 2
F002,Farmer B,moderate,Kegalle,3.0,200,2024-04-26,inter_monsoon,6,35,6:35,2.4,5.5,5.7,True,8.2,Closed Container,28.2,73.0,47.5,0.0428,35.15,Grade 2
F005,Farmer E,moderate,Kalutara,2.0,150,2024-04-27,inter_monsoon,6,34,6:34,3.7,2.7,4.2,True,6.8,Closed Container,29.1,78.5,34.1,0.0357,34.0,Grade 2
F008,Farmer H,moderate,Galle,2.5,180,2024-04-27,inter_monsoon,8,20,8:20,3.4,6.9,2.2,False,0.0,Closed Container,29.8,74.9,92.1,0.0812,31.14,Rejected
F008,Farmer H,moderate,Galle,2.5,180,2024-04-27,inter_monsoon,5,0,5:00,3.1,2.0,3.8,True,7.5,Closed Container,28.1,73.2,74.6,0.0155,33.33,Grade 2
F008,Farmer H,moderate,Galle,2.5,180,2024-04-28,inter_monsoon,6,56,6:56,2.3,6.2,5.1,True,8.9,Closed Container,29.7,77.9,21.8,0.048,34.33,Grade 2
F005,Farmer E,moderate,Kalutara,2.0,150,2024-04-28,inter_monsoon,6,18,6:18,3.8,5.0,8.0,False,0.0,Bucket,28.9,78.0,80.3,0.0749,33.72,Grade 3
F003,Farmer C,beginner,Ratnapura,1.5,100,2024-04-28,inter_monsoon,7,24,7:24,5.3,8.4,4.9,False,0.0,Open Container,26.4,81.2,29.4,0.1104,32.38,Rejected
F008,Farmer H,moderate,Galle,2.5,180,2024-04-28,inter_monsoon,8,42,8:42,3.4,3.5,2.2,False,0.0,Open Container,28.3,74.5,82.4,0.0676,30.34,Grade 3
F002,Farmer B,moderate,Kegalle,3.0,200,2024-04-28,inter_monsoon,7,0,7:00,3.5,7.1,7.2,True,8.7,Closed Container,27.6,77.7,67.1,0.0554,33.64,Grade 3
F007,Farmer G,expert,Ratnapura,5.0,400,2024-04-29,inter_monsoon,4,10,4:10,1.9,2.8,3.3,False,0.0,Closed Container,26.3,77.4,57.7,0.0312,35.56,Grade 2
F007,Farmer G,expert,Ratnapura,5.0,400,2024-04-29,inter_monsoon,4,14,4:14,1.8,2.0,7.9,True,4.8,Closed Container,27.2,77.5,44.5,0.0193,39.39,Grade 1
F006,Farmer F,beginner,Kegalle,1.0,80,2024-04-29,inter_monsoon,6,19,6:19,4.6,13.0,7.0,False,0.0,Bucket,27.5,73.9,90.0,0.12,31.62,Rejected
F003,Farmer C,beginner,Ratnapura,1.5,100,2024-04-30,inter_monsoon,7,36,7:36,5.9,8.1,2.9,True,8.0,Closed Container,27.2,70.2,20.1,0.0766,33.45,Grade 3
F004,Farmer D,expert,Galle,3.5,250,2024-04-30,inter_monsoon,6,53,6:53,2.4,2.1,4.6,True,4.7,Bucket,28.8,84.2,53.6,0.029,34.85,Grade 2
F002,Farmer B,moderate,Kegalle,3.0,200,2024-04-30,inter_monsoon,8,42,8:42,2.2,4.0,7.9,True,8.6,Closed Container,28.2,75.9,97.2,0.0392,30.61,Grade 2
F003,Farmer C,beginner,Ratnapura,1.5,100,2024-04-30,inter_monsoon,7,12,7:12,3.0,11.7,1.1,False,0.0,Open Container,27.5,76.6,68.8,0.12,30.57,Rejected
F007,Farmer G,expert,Ratnapura,5.0,400,2024-04-30,inter_monsoon,6,42,6:42,1.8,3.5,4.2,True,7.6,Closed Container,27.5,81.7,96.5,0.0175,33.08,Grade 2
F001,Farmer A,expert,Kalutara,4.5,300,2024-04-30,inter_monsoon,5,22,5:22,2.2,2.8,4.8,True,8.2,Bucket,28.3,76.9,44.6,0.025,36.36,Grade 1
F001,Farmer A,expert,Kalutara,4.5,300,2024-05-01,inter_monsoon,4,29,4:29,2.4,1.7,6.5,True,4.0,Closed Container,28.4,82.1,91.1,0.015,36.14,Grade 1
F001,Farmer A,expert,Kalutara,4.5,300,2024-05-01,inter_monsoon,6,34,6:34,2.9,2.0,4.4,True,4.5,Closed Container,29.8,78.6,34.9,0.0276,34.92,Grade 2
F005,Farmer E,moderate,Kalutara,2.0,150,2024-05-01,inter_monsoon,5,13,5:13,3.3,5.4,3.2,False,0.0,Bucket,29.1,81.7,45.2,0.0733,34.98,Grade 3
F001,Farmer A,expert,Kalutara,4.5,300,2024-05-02,inter_monsoon,6,29,6:29,2.9,1.1,5.9,False,0.0,Closed Container,28.2,80.7,36.7,0.0329,33.57,Grade 2
F005,Farmer E,moderate,Kalutara,2.0,150,2024-05-02,inter_monsoon,6,38,6:38,3.5,2.8,7.6,False,0.0,Closed Container,30.0,70.9,66.7,0.0547,32.07,Grade 3
F002,Farmer B,moderate,Kegalle,3.0,200,2024-05-02,inter_monsoon,6,25,6:25,3.0,5.5,1.7,False,0.0,Bucket,27.7,75.9,62.4,0.0718,31.31,Grade 3
F004,Farmer D,expert,Galle,3.5,250,2024-05-02,inter_monsoon,5,1,5:01,2.4,1.7,5.0,True,8.4,Closed Container,29.6,72.0,28.8,0.0134,36.73,Grade 1
F003,Farmer C,beginner,Ratnapura,1.5,100,2024-05-03,inter_monsoon,9,42,9:42,3.7,6.9,1.1,False,0.0,Closed Container,26.5,80.0,48.9,0.0887,33.97,Rejected
F004,Farmer D,expert,Galle,3.5,250,2024-05-03,inter_monsoon,6,47,6:47,2.9,3.4,7.2,False,0.0,Closed Container,28.3,77.0,95.1,0.0446,34.14,Grade 2
F007,Farmer G,expert,Ratnapura,5.0,400,2024-05-03,inter_monsoon,4,4,4:04,2.2,3.6,3.3,True,8.3,Closed Container,27.8,70.6,25.7,0.017,35.77,Grade 1
F001,Farmer A,expert,Kalutara,4.5,300,2024-05-03,inter_monsoon,4,26,4:26,2.4,1.5,7.8,False,0.0,Closed Container,29.9,78.8,83.0,0.0308,36.17,Grade 2
F003,Farmer C,beginner,Ratnapura,1.5,100,2024-05-03,inter_monsoon,6,10,6:10,3.3,5.9,2.4,False,0.0,Open Container,26.4,73.0,53.0,0.0879,30.07,Rejected
F007,Farmer G,expert,Ratnapura,5.0,400,2024-05-03,inter_monsoon,6,26,6:26,1.7,3.6,5.7,False,0.0,Closed Container,27.0,77.6,78.0,0.0478,33.97,Grade 2
F007,Farmer G,expert,Ratnapura,5.0,400,2024-05-03,inter_monsoon,6,37,6:37,2.4,2.4,3.6,True,6.0,Closed Container,27.6,79.6,73.5,0.0188,35.21,Grade 1
F007,Farmer G,expert,Ratnapura,5.0,400,2024-05-04,inter_monsoon,4,13,4:13,2.2,3.7,4.8,True,7.1,Closed Container,28.0,78.0,29.0,0.0194,37.2,Grade 1
F005,Farmer E,moderate,Kalutara,2.0,150,2024-05-04,inter_monsoon,6,59,6:59,2.1,4.7,5.4,True,7.5,Closed Container,28.3,81.8,20.5,0.0375,32.93,Grade 2
F007,Farmer G,expert,Ratnapura,5.0,400,2024-05-04,inter_monsoon,4,33,4:33,1.6,1.2,5.7,False,0.0,Closed Container,26.9,73.6,80.7,0.0194,35.66,Grade 1
F007,Farmer G,expert,Ratnapura,5.0,400,2024-05-04,inter_monsoon,5,55,5:55,2.5,2.8,5.0,True,6.8,Bucket,26.4,70.7,87.5,0.0215,35.59,Grade 1
F001,Farmer A,expert,Kalutara,4.5,300,2024-05-04,inter_monsoon,5,22,5:22,2.3,1.0,1.7,True,4.9,Closed Container,29.4,83.4,89.9,0.0103,35.42,Grade 1
F007,Farmer G,expert,Ratnapura,5.0,400,2024-05-04,inter_monsoon,5,38,5:38,1.6,2.3,7.1,True,7.0,Closed Container,27.3,84.9,91.3,0.0101,37.34,Grade 1
F001,Farmer A,expert,Kalutara,4.5,300,2024-05-04,inter_monsoon,6,34,6:34,2.1,2.7,2.8,True,8.8,Closed Container,28.7,70.6,46.2,0.0197,35.42,Grade 1
F002,Farmer B,moderate,Kegalle,3.0,200,2024-05-04,inter_monsoon,7,7,7:07,3.0,2.0,5.1,False,0.0,Closed Container,27.2,79.1,74.4,0.0438,32.87,Grade 2
F003,Farmer C,beginner,Ratnapura,1.5,100,2024-05-04,inter_monsoon,6,3,6:03,5.5,13.8,1.9,False,0.0,Closed Container,27.5,82.3,37.1,0.12,33.02,Rejected
F003,Farmer C,beginner,Ratnapura,1.5,100,2024-05-04,inter_monsoon,6,39,6:39,5.3,7.6,6.3,False,0.0,Cup,27.6,75.9,87.7,0.0948,30.59,Rejected
F001,Farmer A,expert,Kalutara,4.5,300,2024-05-04,inter_monsoon,5,25,5:25,2.2,1.6,2.6,True,4.8,Closed Container,28.9,82.9,74.7,0.0121,35.29,Grade 1
F004,Farmer D,expert,Galle,3.5,250,2024-05-05,inter_monsoon,4,53,4:53,2.9,1.8,2.9,True,7.1,Closed Container,28.6,72.9,97.9,0.0143,33.33,Grade 2
F002,Farmer B,moderate,Kegalle,3.0,200,2024-05-05,inter_monsoon,7,56,7:56,4.5,3.9,3.0,True,6.1,Closed Container,27.4,79.2,55.8,0.0404,31.28,Grade 2
